Date,ECO,OIL,SP500,PSE,RATE,LECO,LRATE,LPSE,LOIL,LSP500,LOTECH
2018-05-23,55.08,71.83999633789062,2733.2900390625,3117.090087890625,1.88,4.008786673860454,0.6312717768418578,8.044655181464092,4.274441373018033,7.913261305091413,0.11388229070174383
2018-05-30,55.21,68.20999908447266,2724.010009765625,3115.919921875,1.9,4.011144096295953,0.6418538861723947,8.044279707647256,4.222591168244441,7.909860341919636,0.11812675113811899
2018-06-06,53.08,64.7300033569336,2772.35009765625,3214.56005859375,1.91,3.9718002094640066,0.6471032420585384,8.075445787057461,4.1702248244179705,7.927450650190681,0.1253978150479078
2018-06-13,53.29,66.63999938964844,2775.6298828125,3205.169921875,1.9,3.975748696308691,0.6418538861723947,8.07252038569509,4.19930498869965,7.9286329852206805,0.12086630687756106
2018-06-20,52.96,66.22000122070312,2767.320068359375,3171.199951171875,1.9,3.9695369116287527,0.6418538861723947,8.061865328738303,4.192982550553155,7.925634646519525,0.11428425129378361
2018-06-27,51.74,72.76000213623047,2699.6298828125,3018.9599609375,1.89,3.946231176757883,0.636576829071551,8.012667667259668,4.287166383009878,7.900869962156223,0.09872741677541619
2018-07-04,52.08,74.13999938964844,2713.219970703125,3066.97998046875,1.94,3.9527809979003137,0.6626879730752367,8.028448636694431,4.305955189490167,7.9058913896165315,0.10768718187712167
2018-07-11,53.14,70.37999725341797,2774.02001953125,3157.449951171875,1.93,3.9729299403316674,0.6575200029167941,8.057520003322102,4.253909092868402,7.928052817694897,0.10665403531012707
2018-07-18,52.86,68.76000213623047,2815.6201171875,3250.25,1.96,3.967646909176143,0.6729444732424258,8.086487195442277,4.230622211582572,7.942937806610959,0.11540117014692441
2018-07-25,52.86,69.30000305175781,2846.070068359375,3275.159912109375,1.97,3.967646909176143,0.6780335427498971,8.094121975002299,4.238444950232766,7.953694398290293,0.1084239872018653
2018-08-01,52.94,67.66000366210938,2813.360107421875,3200.93994140625,1.99,3.9691591967989552,0.688134638736401,8.071199777346564,4.214495217477737,7.942134815732725,0.10120455041508514
2018-08-08,54.26,66.94000244140625,2857.699951171875,3251.6201171875,2.02,3.9937873072307855,0.7030975114131134,8.086908648711287,4.20379673225474,7.957772367384274,0.09567106869851472
2018-08-15,51.98,65.01000213623047,2818.3701171875,3183.360107421875,2.03,3.950859029213344,0.7080357930536959,8.065692555479739,4.174541137076406,7.943914024213048,0.09328041728322134
2018-08-22,53.07,67.86000061035156,2861.820068359375,3250.050048828125,2.05,3.9716117968398037,0.7178397931503168,8.086425674844634,4.21744676835036,7.959213088943461,0.09323099075738561
2018-08-29,54.18,69.51000213623047,2914.0400390625,3336.64990234375,2.09,3.992311836656949,0.7371640659767196,8.112722559355932,4.241470657845101,7.977295726901832,0.09496406958399817
2018-09-05,53.36,68.72000122070312,2888.60009765625,3281.080078125,2.1,3.977061401607368,0.7419373447293773,8.095927939284723,4.230040295439433,7.968527268474533,0.09008069329581758
2018-09-12,52.64,70.37000274658203,2888.919921875,3278.239990234375,2.12,3.9634762870170617,0.7514160886839212,8.095061969019966,4.253767075009039,7.968637981797203,0.08906432790889873
2018-09-19,53.37,71.12000274658203,2907.949951171875,3299.840087890625,2.12,3.9772487903458535,0.7514160886839212,8.101629288065473,4.264368629824631,7.975203627766609,0.08671274628525438
2018-09-26,52.05,71.56999969482422,2905.969970703125,3320.199951171875,2.16,3.952204795060978,0.7701082216960737,8.107780286353595,4.270675987486488,7.974522510526639,0.0937889874261959
2018-10-03,52.27,76.41000366210938,2925.510009765625,3342.739990234375,2.19,3.9564225927248304,0.7839015438284094,8.114546106019983,4.33611362558657,7.98122410677965,0.09145122892466695
2018-10-10,47.76,73.16999816894531,2785.679931640625,3068.699951171875,2.23,3.8661884690843467,0.8020015854720274,8.029009282219407,4.292785475871274,7.932247263188912,0.07244549819700374
2018-10-17,49.77,69.75,2809.2099609375,3148.72998046875,2.27,3.9074123928704627,0.8197798314933114,8.054754469716874,4.244917420701475,7.940658570105683,0.08676460344178949
2018-10-24,45.81,66.81999969482422,2656.10009765625,2913.449951171875,2.29,3.8245024078986507,0.8285518175661483,7.977093208186696,4.202002432361478,7.88461419725675,0.08523510363523812
2018-10-31,48.44,65.30999755859375,2711.739990234375,3006.929931640625,2.29,3.8803259186848913,0.8285518175661483,8.008674880967995,4.1791451265327515,7.905345770656715,0.08865460551498217
2018-11-07,50.58,61.66999816894531,2813.889892578125,3140.02001953125,2.32,3.923556241241819,0.8415671856782185,8.051984454528869,4.121797559312228,7.942323108471741,0.08173344709325825
2018-11-14,47.71,56.25,2701.580078125,3000.659912109375,2.33,3.8651410195280156,0.8458682675776092,8.006587514163364,4.029806041084529,7.901592094941785,0.09166630451464108
